host,source,year,dyad,FDI_AM
VNM,FRA,1991,FRA_VNM,10.81153886523151
VNM,FRA,1992,FRA_VNM,NA
VNM,FRA,1993,FRA_VNM,12.89017246776133
VNM,FRA,1994,FRA_VNM,45.38871921410869
VNM,FRA,1995,FRA_VNM,-1.202042897757779
VNM,FRA,1996,FRA_VNM,42.419929938696356
VNM,FRA,1997,FRA_VNM,5.825219430876062
VNM,FRA,1998,FRA_VNM,NA
VNM,FRA,1999,FRA_VNM,2.130771692011843
VNM,FRA,2e3,FRA_VNM,15.66242260975089
VNM,FRA,2001,FRA_VNM,26
VNM,FRA,2002,FRA_VNM,32
VNM,FRA,2003,FRA_VNM,7
VNM,FRA,2004,FRA_VNM,29
VNM,FRA,2005,FRA_VNM,25
VNM,FRA,2006,FRA_VNM,43
VNM,FRA,2007,FRA_VNM,81
VNM,FRA,2008,FRA_VNM,268
VNM,FRA,2009,FRA_VNM,74
VNM,FRA,2010,FRA_VNM,5
VNM,FRA,2011,FRA_VNM,79
VNM,FRA,2012,FRA_VNM,51
VNM,GBR,1989,GBR_VNM,NA
VNM,GBR,1990,GBR_VNM,NA
VNM,GBR,1991,GBR_VNM,NA
VNM,GBR,1992,GBR_VNM,NA
VNM,GBR,1993,GBR_VNM,NA
VNM,GBR,1994,GBR_VNM,NA
VNM,GBR,1995,GBR_VNM,NA
VNM,GBR,1996,GBR_VNM,NA
VNM,GBR,1997,GBR_VNM,NA
VNM,GBR,1998,GBR_VNM,NA
VNM,GBR,1999,GBR_VNM,NA
VNM,GBR,2e3,GBR_VNM,NA
VNM,GBR,2001,GBR_VNM,NA
VNM,GBR,2002,GBR_VNM,NA
VNM,GBR,2003,GBR_VNM,NA
VNM,GBR,2004,GBR_VNM,NA
VNM,GBR,2005,GBR_VNM,NA
VNM,GBR,2006,GBR_VNM,NA
VNM,GBR,2007,GBR_VNM,NA
VNM,GBR,2008,GBR_VNM,NA
VNM,GBR,2009,GBR_VNM,NA
VNM,GBR,2010,GBR_VNM,NA
VNM,GBR,2011,GBR_VNM,NA
VNM,GBR,2012,GBR_VNM,NA
VNM,GRC,2003,GRC_VNM,NA
VNM,GRC,2004,GRC_VNM,NA
VNM,GRC,2005,GRC_VNM,NA
VNM,GRC,2006,GRC_VNM,NA
VNM,GRC,2007,GRC_VNM,NA
VNM,GRC,2008,GRC_VNM,NA
VNM,GRC,2009,GRC_VNM,NA
VNM,GRC,2010,GRC_VNM,NA
VNM,GRC,2011,GRC_VNM,NA
VNM,GRC,2012,GRC_VNM,NA
VNM,IND,2010,IND_VNM,NA
VNM,IND,2011,IND_VNM,NA
VNM,IND,2012,IND_VNM,NA
VNM,IRL,2001,IRL_VNM,NA
VNM,IRL,2002,IRL_VNM,NA
VNM,IRL,2003,IRL_VNM,NA
VNM,IRL,2004,IRL_VNM,NA
VNM,IRL,2005,IRL_VNM,NA
VNM,IRL,2006,IRL_VNM,NA
VNM,IRL,2007,IRL_VNM,NA
VNM,IRL,2008,IRL_VNM,NA
VNM,IRL,2009,IRL_VNM,NA
VNM,IRL,2010,IRL_VNM,NA
VNM,IRL,2011,IRL_VNM,NA
VNM,IRL,2012,IRL_VNM,NA
VNM,ISL,1989,ISL_VNM,NA
VNM,ISL,1990,ISL_VNM,NA
VNM,ISL,1991,ISL_VNM,NA
VNM,ISL,1992,ISL_VNM,NA
VNM,ISL,1993,ISL_VNM,NA
VNM,ISL,1994,ISL_VNM,NA
VNM,ISL,1995,ISL_VNM,NA
VNM,ISL,1996,ISL_VNM,NA
VNM,ISL,1997,ISL_VNM,NA
VNM,ISL,1998,ISL_VNM,NA
VNM,ISL,1999,ISL_VNM,NA
VNM,ISL,2e3,ISL_VNM,NA
VNM,ISL,2001,ISL_VNM,NA
VNM,ISL,2002,ISL_VNM,NA
VNM,ISL,2003,ISL_VNM,NA
VNM,ISL,2004,ISL_VNM,NA
VNM,ISL,2005,ISL_VNM,NA
VNM,ISL,2006,ISL_VNM,NA
VNM,ISL,2007,ISL_VNM,NA
VNM,ISL,2008,ISL_VNM,NA
VNM,ISL,2009,ISL_VNM,NA
VNM,ISL,2010,ISL_VNM,NA
VNM,ISL,2011,ISL_VNM,NA
VNM,ISL,2012,ISL_VNM,NA
VNM,ISR,2001,ISR_VNM,NA
VNM,ISR,2002,ISR_VNM,NA
VNM,ISR,2003,ISR_VNM,NA
VNM,ISR,2004,ISR_VNM,NA
VNM,ISR,2005,ISR_VNM,NA
VNM,ISR,2006,ISR_VNM,NA
VNM,ISR,2007,ISR_VNM,NA
VNM,ISR,2008,ISR_VNM,NA
VNM,ISR,2009,ISR_VNM,NA
VNM,ISR,2010,ISR_VNM,NA
VNM,ISR,2011,ISR_VNM,NA
VNM,ISR,2012,ISR_VNM,NA
VNM,ITA,2001,ITA_VNM,NA
VNM,ITA,2002,ITA_VNM,NA
VNM,ITA,2003,ITA_VNM,NA
VNM,ITA,2004,ITA_VNM,NA
VNM,ITA,2005,ITA_VNM,NA
VNM,ITA,2006,ITA_VNM,NA
VNM,ITA,2007,ITA_VNM,NA
VNM,ITA,2008,ITA_VNM,65
VNM,ITA,2009,ITA_VNM,-29
VNM,ITA,2010,ITA_VNM,14
VNM,ITA,2011,ITA_VNM,49
VNM,ITA,2012,ITA_VNM,41
VNM,JPN,1989,JPN_VNM,NA
VNM,JPN,1990,JPN_VNM,NA
VNM,JPN,1991,JPN_VNM,NA
VNM,JPN,1992,JPN_VNM,NA
VNM,JPN,1993,JPN_VNM,NA
VNM,JPN,1994,JPN_VNM,NA
VNM,JPN,1995,JPN_VNM,NA
VNM,JPN,1996,JPN_VNM,NA
VNM,JPN,1997,JPN_VNM,NA
VNM,JPN,1998,JPN_VNM,NA
VNM,JPN,1999,JPN_VNM,NA
VNM,JPN,2e3,JPN_VNM,NA
VNM,JPN,2001,JPN_VNM,NA
VNM,JPN,2002,JPN_VNM,NA
VNM,JPN,2003,JPN_VNM,NA
VNM,JPN,2004,JPN_VNM,NA
VNM,JPN,2005,JPN_VNM,152
VNM,JPN,2006,JPN_VNM,467
VNM,JPN,2007,JPN_VNM,478
VNM,JPN,2008,JPN_VNM,1093
VNM,JPN,2009,JPN_VNM,567
VNM,JPN,2010,JPN_VNM,725
VNM,JPN,2011,JPN_VNM,1874
VNM,JPN,2012,JPN_VNM,2568
VNM,KOR,1990,KOR_VNM,NA
VNM,KOR,1991,KOR_VNM,NA
VNM,KOR,1992,KOR_VNM,16.775
VNM,KOR,1993,KOR_VNM,27.817
VNM,KOR,1994,KOR_VNM,89.283
VNM,KOR,1995,KOR_VNM,179.188
VNM,KOR,1996,KOR_VNM,98.793
VNM,KOR,1997,KOR_VNM,107.408
VNM,KOR,1998,KOR_VNM,68.02
VNM,KOR,1999,KOR_VNM,9.74
VNM,KOR,2e3,KOR_VNM,34.863
VNM,KOR,2001,KOR_VNM,45
VNM,KOR,2002,KOR_VNM,119
VNM,KOR,2003,KOR_VNM,142
VNM,KOR,2004,KOR_VNM,167
VNM,KOR,2005,KOR_VNM,276
VNM,KOR,2006,KOR_VNM,575
VNM,KOR,2007,KOR_VNM,1261
VNM,KOR,2008,KOR_VNM,1289
VNM,KOR,2009,KOR_VNM,534
VNM,KOR,2010,KOR_VNM,760
VNM,KOR,2011,KOR_VNM,912
VNM,KOR,2012,KOR_VNM,745
VNM,LUX,2002,LUX_VNM,-26
VNM,LUX,2003,LUX_VNM,NA
VNM,LUX,2004,LUX_VNM,-5
VNM,LUX,2005,LUX_VNM,1
VNM,LUX,2006,LUX_VNM,1
VNM,LUX,2007,LUX_VNM,1
VNM,LUX,2008,LUX_VNM,19
VNM,LUX,2009,LUX_VNM,3
VNM,LUX,2010,LUX_VNM,-1511
VNM,LUX,2011,LUX_VNM,17
VNM,LUX,2012,LUX_VNM,36
VNM,MEX,1990,MEX_VNM,NA
VNM,MEX,1991,MEX_VNM,NA
VNM,MEX,1992,MEX_VNM,NA
VNM,MEX,1993,MEX_VNM,NA
VNM,MEX,1994,MEX_VNM,NA
VNM,MEX,1995,MEX_VNM,NA
VNM,MEX,1996,MEX_VNM,NA
VNM,MEX,1997,MEX_VNM,NA
VNM,MEX,1998,MEX_VNM,NA
VNM,MEX,1999,MEX_VNM,NA
VNM,MEX,2e3,MEX_VNM,NA
VNM,MEX,2001,MEX_VNM,NA
VNM,MEX,2002,MEX_VNM,NA
VNM,MEX,2003,MEX_VNM,NA
VNM,MEX,2004,MEX_VNM,NA
VNM,MEX,2005,MEX_VNM,NA
VNM,MEX,2006,MEX_VNM,NA
VNM,MEX,2007,MEX_VNM,NA
VNM,MEX,2008,MEX_VNM,NA
VNM,MEX,2009,MEX_VNM,NA
VNM,MEX,2010,MEX_VNM,NA
VNM,MEX,2011,MEX_VNM,NA
VNM,MEX,2012,MEX_VNM,NA
VNM,MYS,1989,MYS_VNM,NA
VNM,MYS,1990,MYS_VNM,NA
VNM,MYS,1991,MYS_VNM,NA
VNM,MYS,1992,MYS_VNM,5.103282588384928
VNM,MYS,1993,MYS_VNM,2.7194076353196666
VNM,MYS,1994,MYS_VNM,27.817365657366267
VNM,MYS,1995,MYS_VNM,40.728318160038334
VNM,MYS,1996,MYS_VNM,51.27308282391472
VNM,MYS,1997,MYS_VNM,50.83197366690483
VNM,MYS,1998,MYS_VNM,18.084268302937794
VNM,MYS,1999,MYS_VNM,37.32312552631579
VNM,MYS,2e3,MYS_VNM,13.101297894736842
VNM,MYS,2001,MYS_VNM,23.044713684210528
VNM,MYS,2002,MYS_VNM,20.44609394736842
VNM,MYS,2003,MYS_VNM,22.64924736842105
VNM,MYS,2004,MYS_VNM,44.940976342105266
VNM,MYS,2008,MYS_VNM,544
VNM,MYS,2009,MYS_VNM,246
VNM,MYS,2010,MYS_VNM,145
VNM,MYS,2011,MYS_VNM,962
VNM,MYS,2012,MYS_VNM,3
VNM,NLD,1989,NLD_VNM,NA
VNM,NLD,1990,NLD_VNM,NA
VNM,NLD,1991,NLD_VNM,NA
VNM,NLD,1992,NLD_VNM,NA
VNM,NLD,1993,NLD_VNM,NA
VNM,NLD,1994,NLD_VNM,NA
VNM,NLD,1995,NLD_VNM,NA
VNM,NLD,1996,NLD_VNM,NA
VNM,NLD,1997,NLD_VNM,NA
VNM,NLD,1998,NLD_VNM,NA
VNM,NLD,1999,NLD_VNM,NA
VNM,NLD,2e3,NLD_VNM,NA
VNM,NLD,2001,NLD_VNM,NA
VNM,NLD,2002,NLD_VNM,NA
VNM,NLD,2003,NLD_VNM,NA
VNM,NLD,2004,NLD_VNM,NA
VNM,NLD,2005,NLD_VNM,NA
VNM,NLD,2006,NLD_VNM,NA
VNM,NLD,2007,NLD_VNM,NA
VNM,NLD,2008,NLD_VNM,NA
VNM,NLD,2009,NLD_VNM,NA
VNM,NLD,2010,NLD_VNM,NA
VNM,NLD,2011,NLD_VNM,NA
VNM,NLD,2012,NLD_VNM,NA
VNM,NOR,1989,NOR_VNM,NA
VNM,NOR,1990,NOR_VNM,NA
VNM,NOR,1991,NOR_VNM,NA
VNM,NOR,1992,NOR_VNM,NA
VNM,NOR,1993,NOR_VNM,NA
VNM,NOR,1994,NOR_VNM,NA
VNM,NOR,1995,NOR_VNM,NA
VNM,NOR,1996,NOR_VNM,NA
VNM,NOR,1997,NOR_VNM,NA
VNM,NOR,1998,NOR_VNM,NA
VNM,NOR,1999,NOR_VNM,NA
VNM,NOR,2e3,NOR_VNM,NA
VNM,NOR,2001,NOR_VNM,NA
VNM,NOR,2002,NOR_VNM,NA
VNM,NOR,2003,NOR_VNM,NA
VNM,NOR,2004,NOR_VNM,NA
VNM,NOR,2005,NOR_VNM,NA
VNM,NOR,2006,NOR_VNM,NA
VNM,NOR,2007,NOR_VNM,NA
VNM,NOR,2008,NOR_VNM,NA
VNM,NOR,2009,NOR_VNM,NA
VNM,NOR,2010,NOR_VNM,NA
VNM,NZL,1989,NZL_VNM,NA
VNM,NZL,1990,NZL_VNM,NA
VNM,NZL,1991,NZL_VNM,NA
VNM,NZL,1992,NZL_VNM,NA
VNM,NZL,1993,NZL_VNM,NA
VNM,NZL,1994,NZL_VNM,NA
VNM,NZL,1995,NZL_VNM,NA
VNM,NZL,1996,NZL_VNM,NA
VNM,NZL,1997,NZL_VNM,NA
VNM,NZL,1998,NZL_VNM,NA
VNM,NZL,1999,NZL_VNM,NA
VNM,NZL,2e3,NZL_VNM,NA
VNM,NZL,2001,NZL_VNM,NA
VNM,NZL,2002,NZL_VNM,NA
VNM,NZL,2003,NZL_VNM,NA
VNM,NZL,2004,NZL_VNM,NA
VNM,NZL,2005,NZL_VNM,NA
VNM,NZL,2006,NZL_VNM,NA
VNM,NZL,2007,NZL_VNM,NA
VNM,NZL,2008,NZL_VNM,NA
VNM,NZL,2009,NZL_VNM,NA
VNM,NZL,2010,NZL_VNM,NA
VNM,NZL,2011,NZL_VNM,NA
VNM,NZL,2012,NZL_VNM,NA
VNM,POL,1996,POL_VNM,NA
VNM,POL,1997,POL_VNM,NA
VNM,POL,1998,POL_VNM,NA
VNM,POL,1999,POL_VNM,NA
VNM,POL,2e3,POL_VNM,NA
VNM,POL,2001,POL_VNM,NA
VNM,POL,2002,POL_VNM,NA
VNM,POL,2003,POL_VNM,NA
VNM,POL,2004,POL_VNM,NA
VNM,POL,2005,POL_VNM,NA
VNM,POL,2006,POL_VNM,NA
VNM,POL,2007,POL_VNM,NA
VNM,POL,2008,POL_VNM,NA
VNM,POL,2009,POL_VNM,NA
VNM,POL,2010,POL_VNM,NA
VNM,POL,2011,POL_VNM,-73
VNM,POL,2012,POL_VNM,NA
VNM,RUS,2007,RUS_VNM,NA
VNM,RUS,2008,RUS_VNM,NA
VNM,RUS,2009,RUS_VNM,41
VNM,RUS,2010,RUS_VNM,173
VNM,RUS,2011,RUS_VNM,91
VNM,RUS,2012,RUS_VNM,99
VNM,SWE,1989,SWE_VNM,NA
VNM,SWE,1990,SWE_VNM,NA
VNM,SWE,1991,SWE_VNM,NA
VNM,SWE,1992,SWE_VNM,NA
VNM,SWE,1993,SWE_VNM,NA
VNM,SWE,1994,SWE_VNM,NA
VNM,SWE,1995,SWE_VNM,NA
VNM,SWE,1996,SWE_VNM,NA
VNM,SWE,1997,SWE_VNM,NA
VNM,SWE,1998,SWE_VNM,NA
VNM,SWE,1999,SWE_VNM,NA
VNM,SWE,2e3,SWE_VNM,NA
VNM,SWE,2001,SWE_VNM,-2
VNM,SWE,2002,SWE_VNM,-2
VNM,SWE,2003,SWE_VNM,-2
VNM,SWE,2004,SWE_VNM,-2
VNM,SWE,2005,SWE_VNM,-3
VNM,SWE,2006,SWE_VNM,-2
VNM,SWE,2007,SWE_VNM,-1
VNM,SWE,2008,SWE_VNM,-5
VNM,SWE,2009,SWE_VNM,-3
VNM,SWE,2010,SWE_VNM,NA
VNM,SWE,2011,SWE_VNM,NA
VNM,SWE,2012,SWE_VNM,NA
VNM,THA,1989,THA_VNM,0.03890747801727492
VNM,THA,1990,THA_VNM,NA
VNM,THA,1991,THA_VNM,0.6662277401555053
VNM,THA,1992,THA_VNM,0.5118090086259504
VNM,THA,1993,THA_VNM,2.0142498301710927
VNM,THA,1994,THA_VNM,6.878727634194831
VNM,THA,1995,THA_VNM,30.14224248651426
VNM,THA,1996,THA_VNM,52.677891463814035
VNM,THA,1997,THA_VNM,43.64835178849839
VNM,THA,1998,THA_VNM,13.636561458821935
VNM,THA,1999,THA_VNM,8.303868703670892
VNM,THA,2e3,THA_VNM,8.576029996160731
VNM,THA,2001,THA_VNM,13
VNM,THA,2002,THA_VNM,6
VNM,THA,2003,THA_VNM,19
VNM,THA,2004,THA_VNM,35
VNM,THA,2005,THA_VNM,62
VNM,THA,2006,THA_VNM,53
VNM,THA,2007,THA_VNM,38
VNM,THA,2008,THA_VNM,183
VNM,THA,2009,THA_VNM,64
VNM,THA,2010,THA_VNM,134
VNM,THA,2011,THA_VNM,265
VNM,THA,2012,THA_VNM,259
VNM,TUR,2e3,TUR_VNM,NA
VNM,TUR,2001,TUR_VNM,NA
VNM,TUR,2002,TUR_VNM,NA
VNM,TUR,2003,TUR_VNM,NA
VNM,TUR,2004,TUR_VNM,NA
VNM,TUR,2005,TUR_VNM,NA
VNM,TUR,2006,TUR_VNM,NA
VNM,TUR,2007,TUR_VNM,NA
VNM,TUR,2008,TUR_VNM,NA
VNM,TUR,2009,TUR_VNM,NA
VNM,TUR,2010,TUR_VNM,NA
VNM,TUR,2011,TUR_VNM,NA
VNM,TUR,2012,TUR_VNM,NA
VNM,TWN,1989,TWN_VNM,NA
VNM,TWN,1990,TWN_VNM,NA
VNM,TWN,1991,TWN_VNM,17.139
VNM,TWN,1992,TWN_VNM,20.167
VNM,TWN,1993,TWN_VNM,158.396
VNM,TWN,1994,TWN_VNM,108.378
VNM,TWN,1995,TWN_VNM,108.146
VNM,TWN,1996,TWN_VNM,100.479
VNM,TWN,1997,TWN_VNM,85.414
VNM,TWN,1998,TWN_VNM,110.078
VNM,TWN,1999,TWN_VNM,34.567
VNM,TWN,2e3,TWN_VNM,54.046
VNM,TWN,2001,TWN_VNM,31
VNM,TWN,2002,TWN_VNM,55
VNM,TWN,2003,TWN_VNM,157
VNM,TWN,2004,TWN_VNM,95
VNM,TWN,2005,TWN_VNM,94
VNM,TWN,2006,TWN_VNM,124
VNM,TWN,2007,TWN_VNM,109
VNM,TWN,2008,TWN_VNM,639
VNM,TWN,2009,TWN_VNM,243
VNM,TWN,2010,TWN_VNM,670
VNM,TWN,2011,TWN_VNM,458
VNM,TWN,2012,TWN_VNM,944
VNM,USA,1989,USA_VNM,NA
VNM,USA,1990,USA_VNM,NA
VNM,USA,1991,USA_VNM,NA
VNM,USA,1992,USA_VNM,NA
VNM,USA,1993,USA_VNM,NA
VNM,USA,1994,USA_VNM,16
VNM,USA,1995,USA_VNM,-47
VNM,USA,1996,USA_VNM,56
VNM,USA,1997,USA_VNM,-10
VNM,USA,1998,USA_VNM,NA
VNM,USA,1999,USA_VNM,122
VNM,USA,2e3,USA_VNM,-18
VNM,USA,2001,USA_VNM,-1
VNM,USA,2002,USA_VNM,-5
VNM,USA,2003,USA_VNM,15
VNM,USA,2004,USA_VNM,52
VNM,USA,2005,USA_VNM,38
VNM,USA,2006,USA_VNM,37
VNM,USA,2007,USA_VNM,-55
VNM,USA,2008,USA_VNM,23
VNM,USA,2009,USA_VNM,46
VNM,USA,2010,USA_VNM,83
VNM,USA,2011,USA_VNM,108
VNM,USA,2012,USA_VNM,NA
VNM,VEN,1990,VEN_VNM,NA
VNM,VEN,1991,VEN_VNM,NA
VNM,VEN,1992,VEN_VNM,NA
VNM,VEN,1993,VEN_VNM,NA
VNM,VEN,1994,VEN_VNM,NA
VNM,VEN,1995,VEN_VNM,NA
VNM,VEN,1996,VEN_VNM,NA
VNM,VEN,1997,VEN_VNM,NA
VNM,VEN,1998,VEN_VNM,NA
VNM,VEN,1999,VEN_VNM,NA
VNM,VEN,2e3,VEN_VNM,NA
VNM,VEN,2001,VEN_VNM,NA
VNM,VEN,2002,VEN_VNM,NA
VNM,VEN,2003,VEN_VNM,NA
VNM,VEN,2004,VEN_VNM,NA
VNM,VEN,2005,VEN_VNM,NA
VNM,VEN,2006,VEN_VNM,NA
VNM,VEN,2007,VEN_VNM,NA
VNM,VEN,2008,VEN_VNM,NA
VNM,VEN,2009,VEN_VNM,NA
VNM,VEN,2010,VEN_VNM,NA
VNM,VEN,2011,VEN_VNM,NA
VNM,VEN,2012,VEN_VNM,NA
VNM,ZAF,2001,VNM_ZAF,NA
VNM,ZAF,2002,VNM_ZAF,NA
VNM,ZAF,2003,VNM_ZAF,NA
VNM,ZAF,2004,VNM_ZAF,NA
VNM,ZAF,2005,VNM_ZAF,NA
VNM,ZAF,2006,VNM_ZAF,NA
VNM,ZAF,2007,VNM_ZAF,NA
VNM,ZAF,2008,VNM_ZAF,NA
VNM,ZAF,2009,VNM_ZAF,NA
VNM,ZAF,2010,VNM_ZAF,NA
VNM,ZAF,2011,VNM_ZAF,NA
VNM,ZAF,2012,VNM_ZAF,NA
ZAF,ARG,1992,ARG_ZAF,NA
ZAF,ARG,1993,ARG_ZAF,NA
ZAF,ARG,1994,ARG_ZAF,NA
ZAF,ARG,1995,ARG_ZAF,NA
ZAF,ARG,1996,ARG_ZAF,NA
ZAF,ARG,1997,ARG_ZAF,NA
ZAF,ARG,1998,ARG_ZAF,NA
ZAF,ARG,1999,ARG_ZAF,NA
ZAF,ARG,2e3,ARG_ZAF,NA
ZAF,ARG,2001,ARG_ZAF,NA
ZAF,ARG,2002,ARG_ZAF,NA
ZAF,ARG,2003,ARG_ZAF,NA
ZAF,ARG,2004,ARG_ZAF,NA
ZAF,ARG,2005,ARG_ZAF,NA
ZAF,ARG,2006,ARG_ZAF,NA
ZAF,ARG,2007,ARG_ZAF,NA
ZAF,ARG,2008,ARG_ZAF,NA
ZAF,ARG,2009,ARG_ZAF,NA
ZAF,ARG,2010,ARG_ZAF,NA
ZAF,ARG,2011,ARG_ZAF,NA
ZAF,ARG,2012,ARG_ZAF,NA
ZAF,AUS,1992,AUS_ZAF,0
ZAF,AUS,1993,AUS_ZAF,0
ZAF,AUS,1994,AUS_ZAF,0
ZAF,AUS,1995,AUS_ZAF,0
ZAF,AUS,1996,AUS_ZAF,5.653875993747244
ZAF,AUS,1997,AUS_ZAF,-9.032549437078616
ZAF,AUS,1998,AUS_ZAF,7.536989224037956
ZAF,AUS,1999,AUS_ZAF,0
ZAF,AUS,2e3,AUS_ZAF,5.433121667968352
ZAF,AUS,2001,AUS_ZAF,8
ZAF,AUS,2002,AUS_ZAF,3
ZAF,AUS,2003,AUS_ZAF,NA
ZAF,AUS,2004,AUS_ZAF,10
ZAF,AUS,2005,AUS_ZAF,NA
ZAF,AUS,2006,AUS_ZAF,-53
ZAF,AUS,2007,AUS_ZAF,57
ZAF,AUS,2008,AUS_ZAF,183
ZAF,AUS,2009,AUS_ZAF,56
ZAF,AUS,2010,AUS_ZAF,72
ZAF,AUS,2011,AUS_ZAF,-245
ZAF,AUS,2012,AUS_ZAF,-32
ZAF,AUT,1989,AUT_ZAF,NA
ZAF,AUT,1990,AUT_ZAF,NA
ZAF,AUT,1991,AUT_ZAF,NA
ZAF,AUT,1992,AUT_ZAF,7.512905700347517
ZAF,AUT,1993,AUT_ZAF,2.3659021782675285
ZAF,AUT,1994,AUT_ZAF,0
ZAF,AUT,1995,AUT_ZAF,-5.459624063879381
ZAF,AUT,1996,AUT_ZAF,3.8993686334371125
ZAF,AUT,1997,AUT_ZAF,1.1275015896114795
ZAF,AUT,1998,AUT_ZAF,-6.669467092439094
ZAF,AUT,1999,AUT_ZAF,14.91539864699809
ZAF,AUT,2e3,AUT_ZAF,-5.527911731533912
ZAF,AUT,2001,AUT_ZAF,NA
ZAF,AUT,2002,AUT_ZAF,NA
ZAF,AUT,2003,AUT_ZAF,NA
ZAF,AUT,2004,AUT_ZAF,NA
ZAF,AUT,2005,AUT_ZAF,NA
ZAF,AUT,2006,AUT_ZAF,NA
ZAF,AUT,2007,AUT_ZAF,NA
ZAF,AUT,2008,AUT_ZAF,NA
ZAF,AUT,2009,AUT_ZAF,NA
ZAF,AUT,2010,AUT_ZAF,NA
ZAF,AUT,2011,AUT_ZAF,NA
ZAF,AUT,2012,AUT_ZAF,NA
ZAF,BEL,2002,BEL_ZAF,-90
ZAF,BEL,2003,BEL_ZAF,-17
ZAF,BEL,2004,BEL_ZAF,42
ZAF,BEL,2005,BEL_ZAF,5
ZAF,BEL,2006,BEL_ZAF,NA
ZAF,BEL,2007,BEL_ZAF,NA
ZAF,BEL,2008,BEL_ZAF,NA
ZAF,BEL,2009,BEL_ZAF,-507
ZAF,BEL,2010,BEL_ZAF,-121
ZAF,BEL,2011,BEL_ZAF,-175
ZAF,BEL,2012,BEL_ZAF,-247
ZAF,BRA,1990,BRA_ZAF,NA
ZAF,BRA,1991,BRA_ZAF,NA
ZAF,BRA,1992,BRA_ZAF,NA
ZAF,BRA,1993,BRA_ZAF,NA
ZAF,BRA,1994,BRA_ZAF,NA
ZAF,BRA,1995,BRA_ZAF,NA
ZAF,BRA,1996,BRA_ZAF,NA
ZAF,BRA,1997,BRA_ZAF,NA
ZAF,BRA,1998,BRA_ZAF,NA
ZAF,BRA,1999,BRA_ZAF,NA
ZAF,BRA,2e3,BRA_ZAF,NA
ZAF,BRA,2001,BRA_ZAF,NA
ZAF,BRA,2002,BRA_ZAF,NA
ZAF,BRA,2006,BRA_ZAF,NA
ZAF,BRA,2007,BRA_ZAF,NA
ZAF,BRA,2008,BRA_ZAF,25
ZAF,BRA,2009,BRA_ZAF,-5
ZAF,BRA,2010,BRA_ZAF,NA
ZAF,BRA,2011,BRA_ZAF,NA
ZAF,BRA,2012,BRA_ZAF,NA
ZAF,CAN,1989,CAN_ZAF,NA
ZAF,CAN,1990,CAN_ZAF,NA
ZAF,CAN,1991,CAN_ZAF,NA
ZAF,CAN,1992,CAN_ZAF,NA
ZAF,CAN,1993,CAN_ZAF,NA
ZAF,CAN,1994,CAN_ZAF,NA
ZAF,CAN,1995,CAN_ZAF,NA
ZAF,CAN,1996,CAN_ZAF,NA
ZAF,CAN,1997,CAN_ZAF,NA
ZAF,CAN,1998,CAN_ZAF,NA
ZAF,CAN,1999,CAN_ZAF,NA
ZAF,CAN,2e3,CAN_ZAF,NA
ZAF,CAN,2001,CAN_ZAF,NA
ZAF,CAN,2002,CAN_ZAF,NA
ZAF,CAN,2003,CAN_ZAF,NA
ZAF,CHE,1993,CHE_ZAF,25.040323945091703
ZAF,CHE,1994,CHE_ZAF,35.095608113665904
ZAF,CHE,1995,CHE_ZAF,127.69888996400857
ZAF,CHE,1996,CHE_ZAF,75.24210969166916
ZAF,CHE,1997,CHE_ZAF,106.11084793936523
ZAF,CHE,1998,CHE_ZAF,95.18466909276853
ZAF,CHE,1999,CHE_ZAF,77.22239049898313
ZAF,CHE,2e3,CHE_ZAF,10.658187486399708
ZAF,CHE,2001,CHE_ZAF,32
ZAF,CHE,2002,CHE_ZAF,-153
ZAF,CHE,2003,CHE_ZAF,-180
ZAF,CHE,2004,CHE_ZAF,-58
ZAF,CHE,2005,CHE_ZAF,879
ZAF,CHE,2006,CHE_ZAF,344
ZAF,CHE,2007,CHE_ZAF,815
ZAF,CHE,2008,CHE_ZAF,3452
ZAF,CHE,2009,CHE_ZAF,-225
ZAF,CHE,2010,CHE_ZAF,122
ZAF,CHE,2011,CHE_ZAF,245
ZAF,CHE,2012,CHE_ZAF,129
ZAF,CHL,1992,CHL_ZAF,NA
ZAF,CHL,1993,CHL_ZAF,NA
ZAF,CHL,1994,CHL_ZAF,NA
ZAF,CHL,1995,CHL_ZAF,NA
ZAF,CHL,1996,CHL_ZAF,NA
ZAF,CHL,1997,CHL_ZAF,NA
ZAF,CHL,1998,CHL_ZAF,NA
ZAF,CHL,1999,CHL_ZAF,NA
ZAF,CHL,2e3,CHL_ZAF,NA
ZAF,CHL,2001,CHL_ZAF,NA
ZAF,CHL,2002,CHL_ZAF,NA
ZAF,CHL,2003,CHL_ZAF,NA
ZAF,CHL,2004,CHL_ZAF,NA
ZAF,CHL,2005,CHL_ZAF,NA
ZAF,CHL,2006,CHL_ZAF,NA
ZAF,CHL,2007,CHL_ZAF,NA
ZAF,CHL,2008,CHL_ZAF,NA
ZAF,CHL,2009,CHL_ZAF,NA
ZAF,CHL,2010,CHL_ZAF,-2
ZAF,CHL,2011,CHL_ZAF,NA
ZAF,CHL,2012,CHL_ZAF,NA
ZAF,CHN,2003,CHN_ZAF,9
ZAF,CHN,2004,CHN_ZAF,18
ZAF,CHN,2005,CHN_ZAF,47
ZAF,CHN,2006,CHN_ZAF,41
ZAF,CHN,2007,CHN_ZAF,454
